HELENA

Just Linear

HELENA

Just Linear

HELENA

Just Linear

Epoch [ 1/100]  | Train: Loss 4.117276244989321, Accuracy 0.08234546530227665       | Test: Loss 3.7279280026753745, Accuracy 0.13404907975460123      
Epoch [ 2/100]  | Train: Loss 3.6865986285928907, Accuracy 0.1432828625895655       | Test: Loss 3.5088541446587977, Accuracy 0.18854805725971371      
Epoch [ 3/100]  | Train: Loss 3.5125621244228085, Accuracy 0.1828560159519688       | Test: Loss 3.3704440960517297, Accuracy 0.218200408997955        
Epoch [ 4/100]  | Train: Loss 3.3834186945547606, Accuracy 0.2094791506891338       | Test: Loss 3.237534143985846, Accuracy 0.24887525562372187       
Epoch [ 5/100]  | Train: Loss 3.268134648573465, Accuracy 0.2332098954795451        | Test: Loss 3.145933817594479, Accuracy 0.2623721881390593        
Epoch [ 6/100]  | Train: Loss 3.177777645974186, Accuracy 0.2490742160965883        | Test: Loss 3.080546660301013, Accuracy 0.27740286298568506       
Epoch [ 7/100]  | Train: Loss 3.116537497696264, Accuracy 0.2645879439928128        | Test: Loss 3.006979783376058, Accuracy 0.2902862985685072        
Epoch [ 8/100]  | Train: Loss 3.0589476177812287, Accuracy 0.2745360124460416       | Test: Loss 2.957522276120308, Accuracy 0.3033742331288344        
Epoch [ 9/100]  | Train: Loss 3.002756929930362, Accuracy 0.2838048075026842        | Test: Loss 2.920412607682057, Accuracy 0.3089979550102249        
Epoch [10/100]  | Train: Loss 2.9625247936675003, Accuracy 0.29226285689243375      | Test: Loss 2.876578716131357, Accuracy 0.31758691206543965       
Epoch [11/100]  | Train: Loss 2.9198335056198377, Accuracy 0.29782851633542956      | Test: Loss 2.8478459394895115, Accuracy 0.3151329243353783       
Epoch [12/100]  | Train: Loss 2.891252007564353, Accuracy 0.3032627035081184        | Test: Loss 2.8289765394650974, Accuracy 0.32413087934560325      
Epoch [13/100]  | Train: Loss 2.8609113040583094, Accuracy 0.30725069570743035      | Test: Loss 2.8162660782153788, Accuracy 0.326278118609407        
Epoch [14/100]  | Train: Loss 2.839292731365012, Accuracy 0.31209325766373774       | Test: Loss 2.7901341181534987, Accuracy 0.3305725971370143       
Epoch [15/100]  | Train: Loss 2.8188195934508764, Accuracy 0.3165852268992265       | Test: Loss 2.771484375, Accuracy 0.33159509202453985             
Epoch [16/100]  | Train: Loss 2.7968585730930946, Accuracy 0.321844117711506        | Test: Loss 2.758148132226406, Accuracy 0.3296523517382413        
Epoch [17/100]  | Train: Loss 2.7819141928710085, Accuracy 0.3224795670179898       | Test: Loss 2.7550564912649302, Accuracy 0.33496932515337424      
Epoch [18/100]  | Train: Loss 2.7625219582179406, Accuracy 0.3272344807940925       | Test: Loss 2.736109195611416, Accuracy 0.3379345603271984        
Epoch [19/100]  | Train: Loss 2.7450869243238225, Accuracy 0.3296667177947718       | Test: Loss 2.713924756416908, Accuracy 0.3439672801635992        
Epoch [20/100]  | Train: Loss 2.7308718758588397, Accuracy 0.3300392225606416       | Test: Loss 2.7325389690888233, Accuracy 0.34263803680981597      
Epoch [21/100]  | Train: Loss 2.7162473801128026, Accuracy 0.33483796042684666      | Test: Loss 2.7097247625008607, Accuracy 0.3440695296523517       
Epoch [22/100]  | Train: Loss 2.701449937660601, Accuracy 0.3356706181387909        | Test: Loss 2.693969848828438, Accuracy 0.3478527607361963        
Epoch [23/100]  | Train: Loss 2.6847167174909368, Accuracy 0.3399653789688192       | Test: Loss 2.7006692458421755, Accuracy 0.34805725971370144      
Epoch [24/100]  | Train: Loss 2.67388212747414, Accuracy 0.34053509214014943        | Test: Loss 2.696425755818685, Accuracy 0.34856850715746424       
Epoch [25/100]  | Train: Loss 2.6635322224494464, Accuracy 0.3437342507176195       | Test: Loss 2.6725541200393286, Accuracy 0.3530674846625767       
Epoch [26/100]  | Train: Loss 2.647074337112171, Accuracy 0.34579398295242897       | Test: Loss 2.6808516673552685, Accuracy 0.3525562372188139       
Epoch [27/100]  | Train: Loss 2.630872496013535, Accuracy 0.3474373863312663        | Test: Loss 2.667675813039144, Accuracy 0.3565439672801636        
Epoch [28/100]  | Train: Loss 2.6196666576342875, Accuracy 0.3517321471612946       | Test: Loss 2.6633747724386363, Accuracy 0.3586912065439673       
Epoch [29/100]  | Train: Loss 2.610826744047623, Accuracy 0.3539452637114622        | Test: Loss 2.654969423245161, Accuracy 0.3570552147239264        
Epoch [30/100]  | Train: Loss 2.600160177859514, Accuracy 0.3567938295681136        | Test: Loss 2.6591106928311863, Accuracy 0.35828220858895704      
Epoch [31/100]  | Train: Loss 2.5872406240282113, Accuracy 0.35536954663978787      | Test: Loss 2.650723873040615, Accuracy 0.35419222903885483       
Epoch [32/100]  | Train: Loss 2.578779261871423, Accuracy 0.3598834279203278        | Test: Loss 2.647287503266946, Accuracy 0.3627811860940695        
Epoch [33/100]  | Train: Loss 2.565914748101261, Accuracy 0.3598176917851743        | Test: Loss 2.6450712864215555, Accuracy 0.3598159509202454       
Epoch [34/100]  | Train: Loss 2.5594371177630717, Accuracy 0.3630387624076955       | Test: Loss 2.6383647123972573, Accuracy 0.3627811860940695       
Epoch [35/100]  | Train: Loss 2.546088061519175, Accuracy 0.3667418980213423        | Test: Loss 2.638639505092914, Accuracy 0.36554192229038857       
Epoch [36/100]  | Train: Loss 2.5403879048438047, Accuracy 0.3619431601551373       | Test: Loss 2.6348256331223707, Accuracy 0.3674846625766871       
Epoch [37/100]  | Train: Loss 2.5245401885922396, Accuracy 0.3679470604991564       | Test: Loss 2.6380190665905294, Accuracy 0.3627811860940695       
